t-60,t-59,t-58,t-57,t-56,t-55,t-54,t-53,t-52,t-51,t-50,t-49,t-48,t-47,t-46,t-45,t-44,t-43,t-42,t-41,t-40,t-39,t-38,t-37,t-36,t-35,t-34,t-33,t-32,t-31,t-30,t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,class,Y,delta_MCAR,norm,a,b,c,delta_NMAR
-1.027937279,-0.252989102,-0.413836835,0.777482363,-0.465547317,0.654814716,-0.265529672,-0.39936507,1.456835033,0.07903775,-0.750295756,1.047746551,-0.183750341,-0.14464248,1.830391552,-1.435407454,-0.262404322,0.947120827,0.286683903,1.325369393,-0.294951715,-0.141479885,-1.236474874,0.117366116,0.898791809,-0.903688299,-2.240751919,0.626334242,-0.675410041,0.039998372,-0.293217679,1.44365976,0.210836294,-0.460231544,-0.97754015,1.787625378,0.996060913,-0.428230226,1.146875036,-0.051540929,0.78638728,0.652343482,-1.181853191,0.398659401,-0.614837145,-1.237271723,0.182695282,-0.547086345,-0.235756789,0.039383983,1.351714501,-0.064745629,-0.103656168,0.73929923,0.9141227,0.178616222,0.420277439,0.253651974,2.441493018,4.42083731,0,0,1,8.182161533,0,0.333333333,0.666666667,1
-0.530370178,2.665977388,15.83179926,7.969340736,2.089748864,2.93924405,-1.618861303,3.044828278,0.150889914,0.025105641,1.204969382,1.909960273,0.377272964,2.461201136,0.579810497,3.941174675,-3.293713733,-1.697102688,-4.429100268,1.607077326,3.065228145,2.379252984,-0.976058984,-2.311665328,3.663667329,2.896871276,5.878370959,-1.361411216,2.436922782,-3.410524067,1.863556064,-0.68471101,1.411179072,-0.159338779,-0.595805481,1.402116616,-1.414393464,-2.655249803,-1.506813842,11.65828527,-1.210120122,-0.47580606,-1.139248444,0.504164885,-0.010239697,0,-1.218383162,3.638053881,-0.600058493,-3.622093265,0.219228607,-5.27083079,-1.407520063,-0.546515138,0.056076094,-1.031156867,6.772361858,0.180312019,-3.409204548,-1.764770965,0,0,2,28.02639655,0,0,1,1
-1.553687385,-0.916381855,-2.363514931,-0.315755146,-1.3329742,1.083463798,0.039696678,-0.145503456,-0.397397577,0.651679542,1.030653774,-1.425577231,-3.025084683,0.054728304,-0.847798633,-2.896150065,-2.414436144,0.203754026,1.408861644,-2.019472986,-0.277740727,0.219879102,1.199355948,0,0.028901058,-4.074555313,-0.843496858,-0.789919882,2.235490949,0.733870777,0.535237287,0.044363765,1.152991518,-1.359053487,-0.207406503,-0.593826488,1.821985122,2.508065528,-1.101726498,-1.562502587,2.895357428,1.171260777,-3.317800951,2.511672761,2.663821692,-2.247818445,-1.021992367,3.183699246,1.334269291,-2.743107804,2.002535743,-1.617583491,1.672280425,2.667588591,-0.686594163,0.772671439,0.887817722,1.200002035,-2.371545475,1.363025853,0,0,3,13.22770336,0,0.333333333,0.666666667,1
-0.740744851,0.189958474,0.067718112,0.839088851,0.214730946,0.080360506,0.16057154,1.269211218,1.108174544,-0.32620042,0.366538528,-0.182599965,-0.418136286,-0.23618988,0.907539724,0.026064446,0.104250499,-0.013020224,0.650956927,-0.931317092,0.039177974,0.313231343,0.091074283,0.623948206,0.167933403,-0.090275592,-0.296893447,0.660282432,-1.376205395,-0.117376065,-1.592888954,2.308607935,1.5302818,0.051093262,1.876677118,0.16290382,0.638060971,-0.472407846,-0.562074646,-0.628061796,-0.682595009,-0.140003323,-0.573536775,-0.076919865,0.821038377,2.468510665,0.062092453,0.124098377,-1.499750967,0.239086999,-0.828525774,2.29113615,-0.767225759,0.59857303,-0.842940772,0.08751056,-0.037470372,-1.049601838,-2.664478527,1.842239407,0,0,3,7.349747887,0.666666667,0,0.333333333,1
2.446516213,-0.900423903,-0.316046202,-1.9550803,-1.118299404,5.232325929,-0.27192374,2.596728236,0.480897113,2.38035183,0.196821295,2.025784638,-0.120335109,-0.060244641,-0.843878209,0.133739344,1.044196945,-0.144199405,2.081833199,-1.084519803,-0.905734839,-0.30066145,-1.664662072,1.177633407,-1.47914788,-0.233820375,2.133962456,-0.86956666,1.717831386,-1.257630194,0.958273765,1.297602016,-0.320242736,0.273674114,-2.39705319,-2.990880346,0.990100146,0.297837997,0.841376278,-1.447853135,0.012452859,-0.224076063,0.162192453,-1.407570093,1.313961965,0.037409625,0.124655289,-0.136952952,-1.184387183,-0.378504976,-0.569904956,-1.108142559,2.743427705,0.877528654,0.39766334,0.693152064,0.602332972,-0.574283495,-0.061451456,3.135763725,0,0,2,11.33373776,0,0.333333333,0.666666667,1
2.380009843,1.643974787,0.25271285,0.504161261,-0.188113281,-0.829244959,1.254273229,0.075081568,-1.262818322,-0.151959915,1.217500448,-2.531007023,1.928268392,-0.983729058,0.165580499,0.012718892,1.703746105,1.225157374,1.506732373,0.547508133,-1.125363398,0.758784425,2.271341037,0,0.118772099,-2.289442747,-0.109267894,-3.135636691,0.125478177,-1.77945582,-0.063785946,-1.902215573,1.939101463,3.178855873,-0.395941223,1.304351617,0.024520714,-0.539416995,-0.209537994,-0.382902127,-0.880346027,-0.750570534,0.138644587,-1.220885624,-1.669221626,0.518338131,2.591210705,0.188491483,-3.035251093,-0.970120326,-0.666137047,0.828398722,1.173710905,1.185870259,1.961784606,1.024487363,-0.544153399,0.945041225,-1.268783907,-0.536494444,0,0,1,10.5828795,0,0.333333333,0.666666667,1
-1.602299155,-0.521922764,-0.398740736,0.948168277,-0.041749675,-0.70995672,-0.588854033,-0.275019657,1.039461905,-0.48289233,2.02531544,0.351531382,0.247274057,-0.637208737,0.289618307,-1.010724913,0.083348152,-0.187383163,-1.001251046,0.316052047,-0.02100335,0.105044864,-0.965373263,0.296676177,-0.021133688,-0.253590915,0.762713002,1.156435017,-0.997713044,-0.314930044,0.294864129,0.230994373,0.628534424,-0.936915814,0.084072425,0,-0.92398354,-0.869010187,-0.320720929,-2.616903065,3.303965442,-0.085285243,0.02133951,0.618732203,-0.360476186,-0.787402057,0.407550325,0.38453379,0.148969448,-0.127499039,-0.10638586,0.085200555,0.021280474,-0.382979292,-0.619392978,-0.08596342,0,-0.666814481,-0.324812268,0.347595035,0,0,1,6.388197068,0.666666667,0,0.333333333,3
-3.153338544,0.489108602,-1.098596684,-3.023061646,2.43584207,-0.226473685,2.652862538,2.321725112,1.02647505,-0.401073582,-0.791941393,1.055335869,0.45520997,-1.412764995,-0.87873667,0.313697979,-1.346030526,0,-2.770113802,1.743438234,0.571194858,-1.703841689,-0.690526874,1.688665277,-0.50237314,1.949508177,0.522764123,0.670586925,1.998370404,0.799678107,-1.586667978,-0.214972002,-0.121174555,0.566187877,1.756039162,1.38321087,-0.324844079,-1.22539754,-1.530943756,-1.434123691,-0.190371754,0.408713101,-0.434192277,0.858551249,-0.459402726,-0.787297198,-2.1069823,-1.565342696,1.490846297,1.39899266,-3.118104348,-2.121899513,0.843873379,-0.605970544,2.758022271,-0.904081624,0.470423127,0.950621647,-1.068168826,0.994455113,0,0,3,11.28619151,0,0.333333333,0.666666667,1
0.269907024,-0.342599287,0.147333028,-0.183893008,0.257920768,-0.049002716,0.208365984,-0.085616063,0.318269677,0.390481643,0.024315392,-0.218738976,1.083911074,0.168673963,-0.04811272,-0.120335109,0.060244641,0.301023469,0.64825122,0.262406048,-0.523429485,-0.956712539,-1.038397263,0.96388595,-1.135954612,-0.818968572,0.431351339,-1.043070925,0.099208621,-0.18582944,0.359936598,0.234977047,0.333123545,-0.245938206,0.332836087,0.58975717,-1.001587477,0.283770165,-0.061510117,-0.714024138,-0.433972061,-0.684935281,-0.175547824,0.615497877,-0.873903822,0.151127349,-0.201202263,0.012603498,0.125990262,1.094746576,0.136918864,-0.459906938,1.473526821,1.181391902,-0.158118318,-0.803990818,-0.221049127,0.123075045,0.245856892,-0.748008078,0,0,1,4.429517334,0.666666667,0,0.333333333,3
1.587297529,0.894102809,-0.645272286,-0.865950789,-0.244589798,1.068302323,0.53717099,-0.629096304,0.81519596,-0.086020193,0.559622486,1.138693636,0.025401176,0.660120815,0.596938851,0.041784724,0.651634443,-0.871516453,-0.209327639,0.377577569,0.292573862,-0.35839331,-0.635719044,-0.547185387,-0.050785135,-0.271002447,0.492522241,0.642219165,-0.016789793,0.394693663,0.418235037,-0.041651854,0.216668447,-0.291034814,-0.875659261,-0.168262618,1.045000696,-0.500415735,0.310138397,-0.27575987,-0.326796884,0.01681738,-0.336220494,0.067472237,-0.050573272,-0.025296214,0.818152194,-0.861707345,1.00422147,-1.336791771,0.016939854,0.482600704,0.463433645,-0.947752119,0.194753057,0.033804542,0.363267969,-2.14646716,0.980644636,-0.536670293,0,0,2,5.200926058,0.666666667,0,0.333333333,3
-0.714000084,-0.241636987,1.020763746,1.507107049,0.20246365,1.869002562,0,1.371903853,0.173918178,-0.835545172,0.443178607,0.740821765,0.124362347,0.243018282,0.210106346,-0.736516939,-5.128900158,-1.255921089,0.670638639,0.689138526,-0.484803567,-0.395462207,-0.281943871,0.253896384,0.074818476,-0.316321279,-0.334642169,0.295238214,-0.23665435,-0.462857596,2.633116842,0.028310467,-0.277426253,-2.685522543,-1.073510154,0.029489887,-0.795947231,0.398192197,0.509086987,0.512403799,0.996130852,0.092831087,1.437511979,0.11428397,-1.301369189,0.266022854,-0.542163119,1.032242377,-0.694528014,0.346804302,-0.576003684,0.405536728,0.669322993,1.91436712,0.46679143,-0.313478258,1.095011752,3.866026085,-0.171136058,0.63748993,0,0,2,9.292670063,0,0.333333333,0.666666667,2
0.40393514,-0.278527198,-0.155168645,0.476592136,1.23736534,-0.32593165,-0.265687855,-0.020488364,-0.081985888,0.338463416,0.030664192,-0.817497493,0.329692667,0.9858278,0.528782074,1.476834994,0.618025068,-0.317019702,0.457164651,-0.910168334,-0.579075289,0.964048069,-3.421526169,0.123586765,1.604605574,-0.161972094,1.135667295,1.403651049,-0.790985818,0.298986509,1.073133781,3.04758006,0.03816153,-0.20980471,1.223240431,-1.30286752,1.071362863,0.056783604,0.794548173,-0.731980853,-0.378144763,-1.157708885,-0.134415336,1.49971663,-0.075773659,0.777250896,-0.24454678,0.301715729,1.165637832,-0.44601686,-0.933358228,1.243640194,0.167504473,-0.483088672,0.130693975,0.167816802,1.451970889,3.724768402,-1.468243471,-0.80790082,0,0,3,8.437733873,0,0.333333333,0.666666667,1
2.038241515,-1.714691932,-1.007189881,-0.744912501,-1.189825212,0.815114173,1.267920736,2.032297078,-0.409033513,0.24999891,-0.356253589,2.306043881,2.271534593,1.332654383,1.382565631,-0.315986094,0.517186153,4.464728011,4.957100413,-0.847710535,3.603054367,0.633657974,1.025035787,0.73924069,0.546758638,0.300513871,-1.198453962,0.678702124,-1.104423779,-0.69615047,1.168388211,-1.458054794,3.970112803,2.057205945,0.427996075,3.340665901,-2.567514104,-0.942101082,0.537559439,2.536329054,-0.494722212,0.080630462,2.107947938,-0.43392744,-2.020600574,0.808732247,-0.160452928,-1.526716777,-0.339997286,-0.54585362,-0.23325765,0.426347906,-2.862224643,0.620333342,-0.126108959,3.338951913,1.873468891,-1.385928708,0.43243202,-0.780411509,0,0,1,13.53484296,0,0.333333333,0.666666667,1
1.093831995,-3.060936206,-0.308414005,-0.294633112,0.265957897,-0.618918605,1.112099604,1.055875048,-0.754613619,-0.877319022,-1.076859931,-2.713987118,0.965672752,1.275233495,0.374756413,-0.059738525,-3.317395818,0.077284473,0.154437798,-0.231305365,-2.890255341,-2.148658681,3.05790677,-0.331437946,-0.411721504,-1.3833661,-0.0967452,0.758555887,-2.130388955,-1.26022367,-2.900712659,-0.341414743,3.562860532,1.290113473,0.685823249,-0.664936504,-2.367348184,-2.826084696,-0.980897761,0.903719933,0.809502919,0.461302688,1.08843435,0.403771339,2.077744399,0.393962058,-0.457813571,-0.739160242,6.139333221,0.514502392,-0.232668719,1.445896004,-0.842916554,4.667703887,-0.472533504,-1.127599583,1.395558694,-0.917571037,0.836452895,0.710999426,0,0,3,13.53286076,0,0.333333333,0.666666667,2
-0.311667374,0.437703258,0.217897883,0.15530125,1.085446737,-1.058448252,0.806196346,0.615197703,0.565580491,0.334399176,0.727156055,0.58655347,-0.134563908,-0.4491736,0.631682677,0.717375133,0.118714693,0.133387189,-0.222015841,-0.667563497,-0.134403135,-0.837453514,-0.030156302,0.211192318,0.060215137,-0.1203578,0.301245594,1.216406717,-0.192885578,0.951400403,-1.163305659,0.387357712,0.118732316,-1.378595194,0.751540672,-1.327762802,0.393108767,0.451800325,0.284861245,-0.896992794,1.010707738,0.477896803,0.475623812,0.784021881,-0.337583644,1.369661685,0.087167742,-0.145156735,1.032125418,0.661869186,0.028593872,-0.028585698,0.014296936,0.11433733,-0.47109467,-0.573725644,0,0.274094695,-1.424263362,2.086982451,0,0,2,5.43837405,0.666666667,0,0.333333333,3
-1.481822366,-2.770231222,-3.661869948,-0.410389972,2.688383359,-0.707051769,0.224525811,0.268833246,0.019150195,-0.532927939,2.694983423,1.927587084,0.19309902,1.043156105,-0.211923014,-0.95267433,0.634076879,-0.730525037,0.631649197,-0.904963953,-0.319786157,2.356719977,-0.06027732,3.950306464,1.325715743,0.572590097,-0.444076837,1.0894111,-0.548736322,2.369165651,0.522325152,1.102786065,0.451072846,-1.646487443,-0.229658712,0.244059368,0.65845187,4.425145452,3.405891267,-0.226534004,-0.403086138,3.734635583,2.908785239,-0.316730803,-1.047084074,-6.473031596,3.877965885,-2.253436408,1.288454774,-1.009058878,1.724446293,-1.923754032,2.015268323,2.474957953,2.625842308,-0.79719224,0.726605148,-1.230143072,-4.280534996,1.182421258,0,0,3,15.75563644,0,0,1,1
-2.370561771,-0.926514426,3.063524181,1.345432783,-5.557268512,0.457663906,2.700943495,1.077313556,0.752350389,-0.404483729,1.68697577,-0.430105662,0.956499151,-1.161372414,0.525659147,-1.937862791,-0.784190736,0.379389322,-0.755904791,-0.095210049,-0.952983613,0.25657448,0.095971486,-0.67114409,3.828830557,-0.836691831,0.250005722,-0.249382252,1.187503338,-0.185303803,4.641089153,0.177413879,-3.837069646,0.705953129,1.767747614,-1.796940656,3.110705792,-2.040823465,-1.026570542,-1.49480745,1.052958015,0.551640513,1.097216643,-0.241175824,0.090658142,1.388897687,-0.059560621,-0.655545923,1.289742961,2.309738729,0.434157827,0.778099285,-2.001717868,-0.671139595,2.55581348,-1.747352085,-0.379011869,-2.282700676,0.089843605,3.979658599,0,0,1,13.97629547,0,0.333333333,0.666666667,2
2.043087799,-0.163815353,-0.364625258,0.731926258,1.307904143,-1.524121,-0.400577956,2.650824027,0.7658064,-0.795335363,-0.694814506,7.0326481,3.26852291,-0.665476129,1.568625935,0.933078881,-0.430348184,-0.560272582,-0.547328008,0.080937282,0.307291964,0.048369524,0.048352287,0.676543422,-0.288000488,1.331838631,-0.680918915,-0.4623739,0,-1.249397366,0.519058697,-1.000488518,-0.717194193,1.296997074,-1.572125136,1.267907893,0.162599145,-0.27597106,-0.537199787,-0.032727731,0.491157872,0.179212461,-1.317289561,-0.197756973,0.776085527,2.523350723,1.070803879,0.86970149,-0.532999134,1.10323208,-0.841778492,0.675994814,0.265456225,0.015577225,-0.529430312,0.939264682,0.527289578,1.897567669,-0.24224626,12.55122833,0,0,1,16.47405775,0,0,1,1
-3.409204548,-1.764770965,1.774153413,-1.743225911,4.920772035,-1.137934392,0.494835509,-3.714409429,1.033908101,0.385129967,-3.047250144,0,0.576599383,2.832738645,1.902052689,3.679468205,-2.100360835,1.416187169,0.229263467,0.571847629,2.770598793,-0.915404515,0.19289588,2.452120893,0.207693683,-0.523093941,-0.337338986,-0.2986515,1.387917492,0.059087609,-0.393702295,1.966408649,-2.810351252,1.515601385,-1.070618175,0.972990186,-9.252700408,-4.984286953,0.672820529,3.398278253,-0.701138692,1.268757208,-2.930605093,0.931539669,-1.078618056,0.888040607,4.846794957,2.550479878,-1.678759323,-3.014334626,0.217349038,4.814576429,-1.541491244,-1.04024155,-0.307921973,2.002340255,1.712443434,6.221124454,-1.188753593,2.366985376,0,0,2,19.84737039,0,0,1,1
-0.961456855,0.536487483,-0.211756738,1.426025244,-0.209222533,1.056694196,-0.813280794,0.635878646,-0.390755924,-0.951506062,-1.112328065,0.255648109,-0.713985513,0.462289981,-1.175966997,1.491761412,0.161429436,1.34023398,-0.075336039,-0.477466668,-0.025249373,0.126285172,-0.38678137,0.270110316,-0.867075319,0.534984071,0.143591663,-1.636297952,-2.289492142,0.86880695,-0.295809953,-0.183245277,-1.197659545,0.309685112,0.890883375,-0.410905405,1.027125038,-2.606882127,-2.774804211,3.422956489,1.295480704,0.105111347,-0.078750734,0.008752524,2.189141915,-0.728362036,1.199826852,0.537363438,0.050901465,-0.975156044,0.43672045,-0.366612927,2.147871062,1.038785151,1.086143398,-1.074473079,0.323355765,0.520658887,-0.337084635,1.748882277,0,0,3,8.7015965,0,0.333333333,0.666666667,2
-0.209030059,1.214172803,-0.210676542,0.279423277,0.12508171,-0.035866619,-0.142294531,-0.135055553,-0.591843193,0.527962213,-0.331501945,-0.386169491,-0.337649237,-0.04517038,-0.375356353,-0.289817019,0.24263654,0.327782547,-0.49006363,-0.26139097,0.19624598,0.691176464,1.399227538,-0.003716405,-0.637379601,-1.788656009,1.311387367,-1.264369511,0.220617118,1.362492498,-0.406875659,-0.32331493,0.551932331,0.656430494,1.356469015,-0.121329765,-1.510503243,1.006659915,-0.082639464,-0.915979425,0.176914044,-0.457676378,0.301103617,-0.194322002,0.230899575,-0.295113198,1.681003181,-0.564989582,0.271750706,-0.94731294,0.064665019,0.278405585,1.815720947,0.651260111,-0.630112453,0.29575267,1.417371637,-0.860315711,-0.778469893,-0.577788607,0,0,2,5.857111469,0.666666667,0,0.333333333,1
1.917330592,-2.30584153,-0.09893251,1.418267632,2.416736766,-0.476707277,-1.255649871,1.659682197,-0.357869058,-1.33060187,-1.275737636,1.330854892,1.074264832,0.637701946,3.185366451,3.889328642,-0.324155915,-3.194751646,0.93537856,-1.556480176,-2.293749667,-0.712411597,1.469227319,5.374277331,1.140832585,2.284363661,0.47879027,2.545498896,-3.873361016,-2.85055334,1.903689463,-4.82940709,-0.486594237,-1.264018311,-0.902871272,0.900898845,-0.340289518,1.761381826,2.538210847,1.885684464,-2.261014293,0.976085876,-2.693737943,2.390808124,-0.727660833,0.550561144,-0.469781862,1.399735554,-0.837876517,1.055385119,-0.643914556,1.176885834,-0.799901111,-0.9252136,-2.940988166,0.948794636,0.761156862,1.096987002,0.45807598,1.885384694,0,0,1,15.04009499,0,0,1,1
-0.072426119,0.041819819,-0.755112113,-3.543151041,1.964722333,1.161830194,-1.368589096,1.913999504,3.138507843,0.481769069,-0.809930559,-0.338628614,-0.64942048,1.751387587,0.918894071,1.163013918,1.255835887,1.400214072,1.786869699,-0.335350678,-1.947485182,0.33795762,-0.380868808,0.639814309,-0.532367875,0.750859732,-1.441538077,-0.245951604,0.784259734,1.231004348,-0.339359673,2.143685719,-0.194461317,1.77383277,0.179015713,-0.923260473,1.300100772,-1.560381772,-1.183177154,1.37784109,-0.205623839,-0.384450781,-0.708807775,1.117799416,0.977316951,-0.22641412,-0.83539214,-1.679825131,1.677834512,-0.420086882,-0.017684423,0.96260679,1.861815949,-0.616626784,-1.154400882,-3.068494552,-0.34055916,2.109866916,-2.593611201,4.895886768,0,0,2,11.54493047,0,0.333333333,0.666666667,2
0.248632514,1.230156574,1.430810536,0.594200835,0.609904576,-1.546542002,0,0.048485458,0.547589106,0.144579394,0.620823229,-0.057391963,0.095710634,0.693247716,1.381702509,-1.742226089,-1.820785161,-2.058447579,0.183401957,-1.924694166,2.926043293,0.142139633,0.553083499,-0.331000743,0.146514485,1.506874268,-0.20177669,0.351423002,0.350185025,2.165494874,-0.004676449,0.350942855,0.941895435,0.845344543,-1.062705369,-0.328722022,0.980119204,-0.731402706,0.671917019,-0.28078279,-1.998708384,-4.535822615,0.769692557,0.009787022,0.719671625,-0.281923805,1.135755252,0.963948352,0.267327463,0.547519135,-0.085235064,-0.682426056,0.534425289,-0.579050361,0.105027555,-0.858411479,-0.235704216,0.776278041,0.32534709,1.316226084,0,0,1,8.838372219,0,0.333333333,0.666666667,2
-1.277660729,1.003381021,-0.312370689,0.288838121,-0.850192967,0.127549919,-0.330778071,0.597162157,-0.240222933,0.970701223,-1.491335751,1.384796915,2.367729987,2.157463381,0.358240945,-1.597733632,1.151987605,-0.163561768,1.414469654,-0.996386947,0.396276613,-1.206365197,0.753093131,0.14199031,0.875026808,0.866434614,0.20703181,1.459150931,0.091047212,1.379143042,0.590468205,0.277198628,-0.045912975,-0.20287034,-0.228214637,-0.237385983,0.795736059,-0.078375769,0.086090941,-1.54439293,0.127161271,-1.374666735,-0.068808087,0.7318167,0.175769314,1.949551754,1.395954183,1.264522022,1.025239854,0.44059068,-0.483624429,-1.897810564,0.10716136,1.493005002,0.621718666,-0.066198724,-2.412437701,0.410129333,-0.177466164,0.871968953,0,0,2,7.885516352,0.666666667,0,0.333333333,1
0.029517889,-0.781824417,1.323222363,1.379302701,0.680273912,-1.150079716,0.479921744,1.128971559,1.130672512,-0.410417351,-0.312634947,1.054879327,0.394976417,1.475345059,0.166152195,-1.050586875,0.125728326,-0.083713632,0.181535054,0.864235803,0.262579381,0.344589923,1.291201611,0.366157147,-1.148491352,0.437397046,-1.45617807,-1.325792936,-0.251924861,1.529400896,0.53897096,0.316155817,-0.671424323,1.889919695,-0.189546965,0.786763187,0.269174886,0.281877966,1.298355284,-0.502110534,0.756971676,0.342684193,0.827538297,0.521106715,0.246234841,0.361989379,-0.347799372,0.284386271,0.206233603,-1.054797681,1.521058498,0.52503993,0.343944768,1.637680552,1.286533613,0.678262519,-0.94316101,0.098917026,0.457075677,-1.303489378,0,0,1,6.702629388,0.666666667,0,0.333333333,3
0.148760583,0.396107737,0.197269322,-0.016410396,0.065639837,-0.524761721,-0.64292679,-0.564128339,0.867679718,-0.777504077,-0.416805605,0.150678308,2.57439138,-0.211866145,-0.130651669,1.210135479,1.631931081,0.635926393,-0.0631926,0.553275843,0.220090219,1.286274031,-0.464616777,-0.171142036,-1.028683953,-1.984249325,-0.080339091,-1.447174354,-0.60369186,-1.066969354,-0.298656552,0.083207251,1.263721556,-1.70771903,0.167053914,-0.750501617,0.504122097,-0.284236716,-1.140174903,0.373136405,-1.385602722,-0.085673812,-0.102900655,-0.532191199,-0.586814223,0.763893148,-0.396277634,0.155682668,1.105352975,-0.273317125,0.650903129,-0.731784382,-0.205730744,-0.17178917,-0.137673086,-0.086161017,0.068990886,0.913476,-1.041845633,2.69244289,0,0,1,6.833359189,0.666666667,0,0.333333333,1
-0.655445397,1.71183854,-1.139553849,0.141872374,0.548959716,0.54596932,0.437905061,-1.220789608,-0.865109232,-0.356190129,3.109915711,0.468019525,0.483096271,-0.961540792,-0.052008979,-0.312229489,0.365406438,-0.398750938,-1.827674888,-0.54964781,2.371185617,-1.236501406,-1.498851151,-2.255642897,-1.043955514,0.259114183,0.276908863,1.122976093,1.511010398,-1.918937817,-0.036570595,1.170666226,0.126558838,0.523649504,-0.161660393,0.323851178,-0.035861986,-1.202012852,-0.671870227,-0.91407677,1.955715025,-1.70104715,1.288661206,0.290803064,-2.446535822,2.30354416,0.817143209,-0.234151778,0.631887151,0.287046722,2.003575852,-0.929496273,-3.151004675,-1.041856524,1.40377197,-1.548273707,4.107310365,1.101828553,-2.162066366,1.688822546,0,0,1,10.82692094,0,0.333333333,0.666666667,1
-1.592571839,-1.588560817,-1.301453672,-6.828171502,3.5765245,-2.722176914,2.44991299,-2.763310209,-0.819761742,-1.135109988,-7.713742325,0.640172453,3.372536689,2.693602425,-2.374221081,1.215985026,1.887873566,6.41212677,-4.506125133,-1.392413014,3.02588462,-3.05667089,2.793983154,3.187422934,0.275047223,-1.455846862,5.234984689,-0.70193532,0.327834948,3.727153594,-5.995278458,0.774956027,1.839339688,-0.653060602,0.30813789,0.481254939,-0.275141802,1.52258109,0.372423505,1.40393252,-0.059340572,-1.207204878,-0.25040065,-1.235059517,2.897517747,2.885088623,-1.863050863,0.039143668,3.394300575,-1.277198215,0.565408698,-0.104822382,-0.362496305,-0.612732799,-1.088524497,4.187770782,2.495791816,0.702231311,0.98714362,-2.788988029,0,0,3,20.9505863,0,0,1,1
0.386102532,-2.657343422,1.616382042,0.989744681,-0.560027473,-0.38718976,-0.918722009,1.46219627,-1.089635729,2.203272398,1.564669166,0.581992748,0.306331365,1.526979211,-0.768715046,0.673623617,0.301104565,-0.400263288,-0.16745192,-0.704458531,3.378378335,3.366009041,3.540944891,2.992365014,-1.927061133,-0.392989906,0.880124154,1.594460748,1.154869364,-1.288052192,-2.016608187,-0.060534071,-0.514845491,-0.334845664,0.946846496,0.060515759,-0.786205999,-0.09144344,0.7321589,0.696546151,1.353385753,0.652811279,-3.803057696,-3.187253697,0.063312623,0.917428037,1.442009396,-0.927068082,-0.155967092,0.437373357,0.559876506,1.020717593,-1.347209519,0.434510814,-0.556243207,-0.994405506,0.721906898,0.997194432,0.277692542,-1.046154316,0,0,3,11.26746962,0,0.333333333,0.666666667,1
-0.852783443,-0.964703003,0.853416246,0.376080005,1.89679479,-0.313381389,1.699678502,-1.537324697,0.297198297,-0.03964827,1.688828749,2.007718607,1.428860171,-1.912701319,1.18537423,-5.657508241,-0.091122051,-5.595029678,-0.141532292,-1.516383321,0.804134785,-1.769930967,0.274542025,-0.750048237,1.57402023,-1.077207722,-0.168418726,1.254851327,-0.725777181,0.105752455,-0.073492256,2.760223891,3.381641457,-1.429989938,0.092176307,1.611666769,1.413469658,-0.082990667,-1.795296175,-1.769566841,-1.284854915,-0.937046293,0.614051218,-0.700052766,-0.720806774,0.357331484,-1.805232324,-0.050810942,-1.444218472,-1.07383578,-1.395962419,-1.639267182,-0.65979478,-0.959360918,-1.39585594,0.113353201,2.757577335,-0.435836234,-0.550866932,2.665743067,0,0,3,12.92903184,0,0.333333333,0.666666667,1
0.047965778,-0.878879891,-0.193453062,0.258439425,-1.208313201,-0.228309508,-1.683554714,-4.222777807,-4.044439865,-2.532557421,5.159611589,1.235440813,0.15690403,-1.514358434,-2.757160344,1.526717822,-0.554961278,-2.268223832,1.67618315,-1.594204812,1.859355931,-1.210919865,-0.640319201,1.031113137,0.601424891,-0.398552931,-0.963984692,-0.110195358,-0.827359382,-0.704481392,-0.541450538,-0.093860027,-1.277715689,-0.209365452,2.479495002,-1.023635291,3.553966489,2.106409758,0.160057182,0.514916401,1.854794605,0.208114693,0.017310724,-0.484517372,1.947492226,1.074530517,1.096863895,-1.352030338,-0.16920216,-0.050845389,2.475833567,0.496440899,-2.50288238,0.11822276,1.670043352,-0.447984828,-0.966669718,2.053182865,0.379286848,-1.002136719,0,0,3,12.89472474,0,0.333333333,0.666666667,1
0.484426954,0.592286934,0.684650155,1.142396275,0.443719496,0.227584746,0.080135644,1.187774438,-0.079131573,0.065991844,0.342965499,0.065732946,-1.563324223,-1.387963314,1.042095383,-0.428619486,-0.430454278,-0.324233821,1.260504636,-0.133848849,0.053613343,-0.080382032,-0.308346613,0.215164109,-1.16746532,0.828242495,-1.737140962,-0.054818302,-1.1106507,0.859671511,-0.288698227,0.854822497,0.478466804,0.054423014,2.202886492,-0.359239302,0.507407206,0.491567375,0.026446685,0.991276716,-0.772155397,0.118707422,0.566450606,0.078602555,0.379582343,-0.430306194,0.091670632,0.183173347,0.261194918,-0.950886752,0.078902627,0.670173648,0.704870006,-0.427740537,0.039050741,-1.561479469,0.81955731,1.324245681,1.229302009,1.099313491,0,0,2,6.115471088,0.666666667,0,0.333333333,3
